 MOVE  ( 38.000000,  13.000000) - ( 38.000000, 13.000000)
 DRAW  ( 38.000000,  13.000000) - ( 40.000000, 13.000000)
 DRAW  ( 40.000000,  13.000000) - ( 40.000000, 13.000000)
 DRAW  ( 40.000000,  13.000000) - ( 41.000000, 13.000000)
 DRAW  ( 41.000000,  13.000000) - ( 41.000000, 13.000000)
 DRAW  ( 41.000000,  13.000000) - ( 42.000000, 13.000000)
 MOVE  ( 42.000000,  13.000000) - ( 54.000000, 13.000000)
 MOVE  ( 54.000000,  13.000000) - ( 54.000000, 13.000000)
 DRAW  ( 54.000000,  13.000000) - ( 55.000000, 13.000000)
 MOVE  ( 55.000000,  13.000000) - ( 57.000000, 13.000000)
 MOVE  ( 57.000000,  13.000000) - ( 57.000000, 13.000000)
 DRAW  ( 57.000000,  13.000000) - ( 58.000000, 13.000000)
 DRAW  ( 58.000000,  13.000000) - ( 58.000000, 13.000000)
 DRAW  ( 58.000000,  13.000000) - ( 59.000000, 13.000000)
 DRAW  ( 59.000000,  13.000000) - ( 59.000000, 13.000000)
 DRAW  ( 59.000000,  13.000000) - ( 60.000000, 13.000000)
 DRAW  ( 60.000000,  13.000000) - ( 60.000000, 13.000000)
 MOVE  ( 60.000000,  13.000000) - ( 0.000000, 13.000000)
 MOVE  ( 0.000000,  13.000000) - ( 0.000000, 13.000000)
 MOVE  ( 0.000000,  13.000000) - ( 0.000000, 14.000000)
 MOVE  ( 0.000000,  14.000000) - ( 0.000000, 14.000000)
 MOVE  ( 0.000000,  14.000000) - ( 9.000000, 14.000000)
 MOVE  ( 9.000000,  14.000000) - ( 9.000000, 14.000000)
 DRAW  ( 9.000000,  14.000000) - ( 10.000000, 14.000000)
 MOVE  ( 10.000000,  14.000000) - ( 11.000000, 14.000000)
 MOVE  ( 11.000000,  14.000000) - ( 11.000000, 14.000000)
 DRAW  ( 11.000000,  14.000000) - ( 12.000000, 14.000000)
 DRAW  ( 12.000000,  14.000000) - ( 12.000000, 14.000000)
 DRAW  ( 12.000000,  14.000000) - ( 13.000000, 14.000000)
 MOVE  ( 13.000000,  14.000000) - ( 16.000000, 14.000000)
 MOVE  ( 16.000000,  14.000000) - ( 16.000000, 14.000000)
 DRAW  ( 16.000000,  14.000000) - ( 17.000000, 14.000000)
 MOVE  ( 17.000000,  14.000000) - ( 28.000000, 14.000000)
